provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
LE,2020-05-21,11,11,0,0,0
LO,2020-05-21,2,1,0,0,1
LU,2020-05-21,1,1,0,0,0
M,2020-05-21,112,112,0,0,0
MA,2020-05-21,0,0,0,0,0
ME,2020-05-21,0,0,0,0,0
MU,2020-05-21,1,1,0,0,0
NA,2020-05-21,3,3,0,0,0
O,2020-05-21,1,1,0,0,0
OR,2020-05-21,0,0,0,0,0
P,2020-05-21,1,1,0,0,0
PM,2020-05-21,5,5,0,0,0
PO,2020-05-21,1,1,0,0,0
S,2020-05-21,3,3,0,0,0
SA,2020-05-21,5,5,0,0,0
SE,2020-05-21,1,1,0,0,0
SG,2020-05-21,3,3,0,0,0
SO,2020-05-21,3,3,0,0,0
SS,2020-05-21,0,0,0,0,0
T,2020-05-21,9,8,0,1,0
TE,2020-05-21,4,4,0,0,0
TF,2020-05-21,4,4,0,0,0
TO,2020-05-21,5,5,0,0,0
V,2020-05-21,4,4,0,0,0
VA,2020-05-21,3,2,0,1,0
VI,2020-05-21,2,2,0,0,0
Z,2020-05-21,4,4,0,0,0
ZA,2020-05-21,1,1,0,0,0
A,2020-05-22,8,8,0,0,0
AB,2020-05-22,2,2,0,0,0
AL,2020-05-22,1,1,0,0,0
AV,2020-05-22,3,3,0,0,0
B,2020-05-22,239,168,0,70,1
BA,2020-05-22,3,3,0,0,0
BI,2020-05-22,2,2,0,0,0
BU,2020-05-22,4,4,0,0,0
C,2020-05-22,0,0,0,0,0
CA,2020-05-22,0,0,0,0,0
CC,2020-05-22,1,0,0,1,0
CE,2020-05-22,0,0,0,0,0
CO,2020-05-22,0,0,0,0,0
CR,2020-05-22,19,15,0,4,0
CS,2020-05-22,0,0,0,0,0
CU,2020-05-22,9,9,0,0,0
GC,2020-05-22,2,2,0,0,0
GI,2020-05-22,19,19,0,0,0
GR,2020-05-22,0,0,0,0,0
GU,2020-05-22,4,4,0,0,0
H,2020-05-22,0,0,0,0,0
HU,2020-05-22,4,4,0,0,0
J,2020-05-22,1,1,0,0,0
L,2020-05-22,12,12,0,0,0
LE,2020-05-22,3,3,0,0,0
LO,2020-05-22,0,0,0,0,0
LU,2020-05-22,1,1,0,0,0
M,2020-05-22,91,91,0,0,0
MA,2020-05-22,1,1,0,0,0
ME,2020-05-22,0,0,0,0,0
MU,2020-05-22,1,1,0,0,0
NA,2020-05-22,6,6,0,0,0
O,2020-05-22,1,1,0,0,0
OR,2020-05-22,2,2,0,0,0
P,2020-05-22,4,4,0,0,0
PM,2020-05-22,3,3,0,0,0
PO,2020-05-22,0,0,0,0,0
S,2020-05-22,1,1,0,0,0
SA,2020-05-22,6,6,0,0,0
SE,2020-05-22,2,2,0,0,0
SG,2020-05-22,3,3,0,0,0
SO,2020-05-22,3,3,0,0,0
SS,2020-05-22,0,0,0,0,0
T,2020-05-22,1,1,0,0,0
TE,2020-05-22,3,3,0,0,0
TF,2020-05-22,1,1,0,0,0
TO,2020-05-22,7,7,0,0,0
V,2020-05-22,8,8,0,0,0
VA,2020-05-22,11,11,0,0,0
VI,2020-05-22,4,4,0,0,0
Z,2020-05-22,7,6,0,0,1
ZA,2020-05-22,0,0,0,0,0
A,2020-05-23,1,1,0,0,0
AB,2020-05-23,1,1,0,0,0
AL,2020-05-23,1,1,0,0,0
AV,2020-05-23,4,4,0,0,0
B,2020-05-23,84,82,0,2,0
BA,2020-05-23,0,0,0,0,0
BI,2020-05-23,5,5,0,0,0
BU,2020-05-23,0,0,0,0,0
C,2020-05-23,5,5,0,0,0
CA,2020-05-23,0,0,0,0,0
CC,2020-05-23,0,0,0,0,0
CE,2020-05-23,5,5,0,0,0
CO,2020-05-23,0,0,0,0,0
CR,2020-05-23,13,9,0,4,0
CS,2020-05-23,4,4,0,0,0
CU,2020-05-23,6,6,0,0,0
GC,2020-05-23,0,0,0,0,0
GI,2020-05-23,12,12,0,0,0
GR,2020-05-23,1,1,0,0,0
GU,2020-05-23,3,2,0,1,0
H,2020-05-23,0,0,0,0,0
HU,2020-05-23,3,3,0,0,0
J,2020-05-23,1,1,0,0,0
L,2020-05-23,20,20,0,0,0
LE,2020-05-23,2,2,0,0,0
LO,2020-05-23,2,2,0,0,0
LU,2020-05-23,0,0,0,0,0
M,2020-05-23,56,56,0,0,0
MA,2020-05-23,3,3,0,0,0
ME,2020-05-23,0,0,0,0,0
MU,2020-05-23,2,2,0,0,0
NA,2020-05-23,12,12,0,0,0
O,2020-05-23,1,1,0,0,0
OR,2020-05-23,3,3,0,0,0
P,2020-05-23,0,0,0,0,0
PM,2020-05-23,2,2,0,0,0
PO,2020-05-23,0,0,0,0,0
S,2020-05-23,2,2,0,0,0
SA,2020-05-23,2,2,0,0,0
SE,2020-05-23,1,1,0,0,0
SG,2020-05-23,0,0,0,0,0
SO,2020-05-23,7,7,0,0,0
SS,2020-05-23,0,0,0,0,0
T,2020-05-23,1,1,0,0,0
TE,2020-05-23,3,3,0,0,0
TF,2020-05-23,1,1,0,0,0
TO,2020-05-23,8,8,0,0,0
V,2020-05-23,3,3,0,0,0
VA,2020-05-23,0,0,0,0,0
VI,2020-05-23,1,1,0,0,0
Z,2020-05-23,5,5,0,0,0
ZA,2020-05-23,0,0,0,0,0
A,2020-05-24,0,0,0,0,0
AB,2020-05-24,2,2,0,0,0
AL,2020-05-24,1,1,0,0,0
AV,2020-05-24,5,5,0,0,0
B,2020-05-24,92,92,0,0,0
BA,2020-05-24,0,0,0,0,0
BI,2020-05-24,2,2,0,0,0
BU,2020-05-24,1,1,0,0,0
C,2020-05-24,4,4,0,0,0
CA,2020-05-24,0,0,0,0,0
CC,2020-05-24,0,0,0,0,0
CE,2020-05-24,2,2,0,0,0
CO,2020-05-24,0,0,0,0,0
CR,2020-05-24,9,6,0,3,0
CS,2020-05-24,1,1,0,0,0
CU,2020-05-24,3,3,0,0,0
GC,2020-05-24,1,1,0,0,0
GI,2020-05-24,9,9,0,0,0
GR,2020-05-24,1,1,0,0,0
GU,2020-05-24,2,2,0,0,0
H,2020-05-24,0,0,0,0,0
HU,2020-05-24,2,2,0,0,0
J,2020-05-24,0,0,0,0,0
L,2020-05-24,28,28,0,0,0
LE,2020-05-24,0,0,0,0,0
LO,2020-05-24,0,0,0,0,0
LU,2020-05-24,0,0,0,0,0
M,2020-05-24,42,42,0,0,0
MA,2020-05-24,0,0,0,0,0
ME,2020-05-24,0,0,0,0,0
MU,2020-05-24,0,0,0,0,0
NA,2020-05-24,2,2,0,0,0
O,2020-05-24,2,2,0,0,0
OR,2020-05-24,0,0,0,0,0
P,2020-05-24,0,0,0,0,0
PM,2020-05-24,1,1,0,0,0
PO,2020-05-24,1,1,0,0,0
S,2020-05-24,2,2,0,0,0
SA,2020-05-24,1,1,0,0,0
SE,2020-05-24,1,1,0,0,0
SG,2020-05-24,1,1,0,0,0
SO,2020-05-24,0,0,0,0,0
SS,2020-05-24,0,0,0,0,0
T,2020-05-24,0,0,0,0,0
TE,2020-05-24,0,0,0,0,0
TF,2020-05-24,1,1,0,0,0
TO,2020-05-24,1,1,0,0,0
V,2020-05-24,8,8,0,0,0
VA,2020-05-24,4,4,0,0,0
VI,2020-05-24,0,0,0,0,0
Z,2020-05-24,5,4,0,0,1
ZA,2020-05-24,0,0,0,0,0
A,2020-05-25,1,1,0,0,0
AB,2020-05-25,7,7,0,0,0
AL,2020-05-25,2,2,0,0,0
AV,2020-05-25,5,4,1,0,0
B,2020-05-25,159,97,0,62,0
BA,2020-05-25,1,1,0,0,0
BI,2020-05-25,5,5,0,0,0
BU,2020-05-25,4,4,0,0,0
C,2020-05-25,1,1,0,0,0
CA,2020-05-25,2,2,0,0,0
CC,2020-05-25,4,4,0,0,0
CE,2020-05-25,5,5,0,0,0
CO,2020-05-25,0,0,0,0,0
CR,2020-05-25,12,11,0,1,0
CS,2020-05-25,1,1,0,0,0
CU,2020-05-25,4,4,0,0,0
GC,2020-05-25,3,3,0,0,0
GI,2020-05-25,22,22,0,0,0
GR,2020-05-25,0,0,0,0,0
GU,2020-05-25,5,5,0,0,0
H,2020-05-25,0,0,0,0,0
HU,2020-05-25,2,2,0,0,0
J,2020-05-25,0,0,0,0,0
L,2020-05-25,37,36,0,1,0
LE,2020-05-25,5,5,0,0,0
LO,2020-05-25,4,3,0,0,1
LU,2020-05-25,2,2,0,0,0
M,2020-05-25,130,130,0,0,0
MA,2020-05-25,4,4,0,0,0
ME,2020-05-25,0,0,0,0,0
MU,2020-05-25,1,1,0,0,0
NA,2020-05-25,5,5,0,0,0
O,2020-05-25,1,1,0,0,0
OR,2020-05-25,0,0,0,0,0
P,2020-05-25,4,4,0,0,0
PM,2020-05-25,3,3,0,0,0
PO,2020-05-25,1,1,0,0,0
S,2020-05-25,1,1,0,0,0
SA,2020-05-25,4,4,0,0,0
SE,2020-05-25,0,0,0,0,0
SG,2020-05-25,2,2,0,0,0
SO,2020-05-25,2,2,0,0,0
SS,2020-05-25,0,0,0,0,0
T,2020-05-25,5,5,0,0,0
TE,2020-05-25,4,4,0,0,0
TF,2020-05-25,1,1,0,0,0
TO,2020-05-25,7,7,0,0,0
V,2020-05-25,3,3,0,0,0
VA,2020-05-25,9,8,0,1,0
VI,2020-05-25,1,1,0,0,0
Z,2020-05-25,6,6,0,0,0
ZA,2020-05-25,0,0,0,0,0
A,2020-05-26,7,7,0,0,0
AB,2020-05-26,3,3,0,0,0
AL,2020-05-26,2,2,0,0,0
AV,2020-05-26,5,5,0,0,0
B,2020-05-26,167,107,0,59,1
BA,2020-05-26,0,0,0,0,0
BI,2020-05-26,5,5,0,0,0
BU,2020-05-26,2,2,0,0,0
C,2020-05-26,1,1,0,0,0
CA,2020-05-26,3,3,0,0,0
CC,2020-05-26,2,2,0,0,0
CE,2020-05-26,1,1,0,0,0
CO,2020-05-26,1,1,0,0,0
CR,2020-05-26,19,17,0,2,0
CS,2020-05-26,3,3,0,0,0
CU,2020-05-26,2,2,0,0,0
GC,2020-05-26,1,1,0,0,0
GI,2020-05-26,15,15,0,0,0
GR,2020-05-26,0,0,0,0,0
GU,2020-05-26,5,3,0,2,0
H,2020-05-26,0,0,0,0,0
HU,2020-05-26,2,2,0,0,0
J,2020-05-26,2,2,0,0,0
L,2020-05-26,18,18,0,0,0
LE,2020-05-26,3,3,0,0,0
LO,2020-05-26,0,0,0,0,0
LU,2020-05-26,0,0,0,0,0
M,2020-05-26,152,152,0,0,0
MA,2020-05-26,0,0,0,0,0
ME,2020-05-26,0,0,0,0,0
MU,2020-05-26,0,0,0,0,0
NA,2020-05-26,4,4,0,0,0
O,2020-05-26,2,2,0,0,0
OR,2020-05-26,0,0,0,0,0
P,2020-05-26,3,3,0,0,0
PM,2020-05-26,4,4,0,0,0
PO,2020-05-26,1,1,0,0,0
S,2020-05-26,4,4,0,0,0
SA,2020-05-26,11,11,0,0,0
SE,2020-05-26,0,0,0,0,0
SG,2020-05-26,9,9,0,0,0
SO,2020-05-26,3,3,0,0,0
SS,2020-05-26,0,0,0,0,0
T,2020-05-26,1,1,0,0,0
TE,2020-05-26,4,4,0,0,0
TF,2020-05-26,2,2,0,0,0
TO,2020-05-26,5,5,0,0,0
V,2020-05-26,3,3,0,0,0
VA,2020-05-26,6,6,0,0,0
VI,2020-05-26,3,3,0,0,0
Z,2020-05-26,6,6,0,0,0
ZA,2020-05-26,2,2,0,0,0
A,2020-05-27,3,3,0,0,0
AB,2020-05-27,5,5,0,0,0
AL,2020-05-27,3,3,0,0,0
AV,2020-05-27,4,4,0,0,0
B,2020-05-27,113,71,0,42,0
BA,2020-05-27,0,0,0,0,0
BI,2020-05-27,1,1,0,0,0
BU,2020-05-27,4,4,0,0,0
C,2020-05-27,0,0,0,0,0
CA,2020-05-27,2,2,0,0,0
CC,2020-05-27,1,1,0,0,0
CE,2020-05-27,2,2,0,0,0
CO,2020-05-27,1,1,0,0,0
CR,2020-05-27,17,16,0,1,0
CS,2020-05-27,5,5,0,0,0
CU,2020-05-27,3,3,0,0,0
GC,2020-05-27,1,1,0,0,0
GI,2020-05-27,19,18,0,1,0
GR,2020-05-27,2,2,0,0,0
GU,2020-05-27,2,2,0,0,0
H,2020-05-27,0,0,0,0,0
HU,2020-05-27,7,7,0,0,0
J,2020-05-27,1,1,0,0,0
L,2020-05-27,17,17,0,0,0
LE,2020-05-27,8,8,0,0,0
LO,2020-05-27,1,1,0,0,0
LU,2020-05-27,0,0,0,0,0
M,2020-05-27,83,83,0,0,0
MA,2020-05-27,2,2,0,0,0
ME,2020-05-27,0,0,0,0,0
MU,2020-05-27,4,4,0,0,0
NA,2020-05-27,11,11,0,0,0
O,2020-05-27,0,0,0,0,0
OR,2020-05-27,1,1,0,0,0
P,2020-05-27,0,0,0,0,0
PM,2020-05-27,3,3,0,0,0
PO,2020-05-27,0,0,0,0,0
S,2020-05-27,2,2,0,0,0
SA,2020-05-27,4,4,0,0,0
SE,2020-05-27,0,0,0,0,0
SG,2020-05-27,0,0,0,0,0
SO,2020-05-27,0,0,0,0,0
SS,2020-05-27,1,1,0,0,0
T,2020-05-27,1,1,0,0,0
TE,2020-05-27,0,0,0,0,0
TF,2020-05-27,1,1,0,0,0
TO,2020-05-27,11,11,0,0,0
V,2020-05-27,8,8,0,0,0
VA,2020-05-27,5,5,0,0,0
VI,2020-05-27,0,0,0,0,0
Z,2020-05-27,7,7,0,0,0
ZA,2020-05-27,1,1,0,0,0
A,2020-05-28,1,1,0,0,0
AB,2020-05-28,2,2,0,0,0
AL,2020-05-28,1,1,0,0,0
AV,2020-05-28,2,2,0,0,0
B,2020-05-28,160,101,0,59,0
BA,2020-05-28,0,0,0,0,0
BI,2020-05-28,3,3,0,0,0
BU,2020-05-28,5,5,0,0,0
C,2020-05-28,1,1,0,0,0
CA,2020-05-28,1,1,0,0,0
CC,2020-05-28,0,0,0,0,0
CE,2020-05-28,5,5,0,0,0
CO,2020-05-28,0,0,0,0,0
CR,2020-05-28,11,9,0,2,0
CS,2020-05-28,4,4,0,0,0
CU,2020-05-28,5,5,0,0,0
GC,2020-05-28,1,1,0,0,0
GI,2020-05-28,16,14,0,2,0
GR,2020-05-28,1,1,0,0,0
GU,2020-05-28,1,1,0,0,0
H,2020-05-28,0,0,0,0,0
HU,2020-05-28,3,3,0,0,0
J,2020-05-28,3,3,0,0,0
L,2020-05-28,23,23,0,0,0
LE,2020-05-28,3,3,0,0,0
LO,2020-05-28,1,1,0,0,0
LU,2020-05-28,1,1,0,0,0
M,2020-05-28,121,121,0,0,0
MA,2020-05-28,1,1,0,0,0
ME,2020-05-28,0,0,0,0,0
MU,2020-05-28,2,2,0,0,0
NA,2020-05-28,9,9,0,0,0
O,2020-05-28,0,0,0,0,0
OR,2020-05-28,0,0,0,0,0
P,2020-05-28,3,3,0,0,0
PM,2020-05-28,14,13,1,0,0
PO,2020-05-28,0,0,0,0,0
S,2020-05-28,1,1,0,0,0
SA,2020-05-28,13,13,0,0,0
SE,2020-05-28,0,0,0,0,0
SG,2020-05-28,0,0,0,0,0
SO,2020-05-28,5,5,0,0,0
SS,2020-05-28,0,0,0,0,0
T,2020-05-28,5,5,0,0,0
TE,2020-05-28,2,2,0,0,0
TF,2020-05-28,4,4,0,0,0
TO,2020-05-28,17,17,0,0,0
V,2020-05-28,4,4,0,0,0
VA,2020-05-28,11,11,0,0,0
VI,2020-05-28,1,1,0,0,0
Z,2020-05-28,4,4,0,0,0
ZA,2020-05-28,2,2,0,0,0
A,2020-05-29,2,2,0,0,0
AB,2020-05-29,10,10,0,0,0
AL,2020-05-29,2,2,0,0,0
AV,2020-05-29,2,2,0,0,0
B,2020-05-29,136,94,0,42,0
BA,2020-05-29,0,0,0,0,0
BI,2020-05-29,0,0,0,0,0
BU,2020-05-29,2,2,0,0,0
C,2020-05-29,1,1,0,0,0
CA,2020-05-29,1,1,0,0,0
CC,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CO,2020-05-29,3,3,0,0,0
CR,2020-05-29,12,12,0,0,0
CS,2020-05-29,2,2,0,0,0
CU,2020-05-29,1,1,0,0,0
GC,2020-05-29,1,1,0,0,0
GI,2020-05-29,9,8,0,1,0
GR,2020-05-29,0,0,0,0,0
GU,2020-05-29,1,1,0,0,0
H,2020-05-29,0,0,0,0,0
HU,2020-05-29,2,1,0,0,1
J,2020-05-29,0,0,0,0,0
L,2020-05-29,27,27,0,0,0
LE,2020-05-29,14,14,0,0,0
LO,2020-05-29,2,2,0,0,0
LU,2020-05-29,0,0,0,0,0
M,2020-05-29,112,112,0,0,0
MA,2020-05-29,4,4,0,0,0
ME,2020-05-29,0,0,0,0,0
MU,2020-05-29,1,1,0,0,0
NA,2020-05-29,5,5,0,0,0
O,2020-05-29,13,13,0,0,0
OR,2020-05-29,1,1,0,0,0
P,2020-05-29,3,3,0,0,0
PM,2020-05-29,5,4,1,0,0
PO,2020-05-29,2,2,0,0,0
S,2020-05-29,3,3,0,0,0
SA,2020-05-29,4,3,0,1,0
SE,2020-05-29,2,2,0,0,0
SG,2020-05-29,4,4,0,0,0
SO,2020-05-29,1,1,0,0,0
SS,2020-05-29,0,0,0,0,0
T,2020-05-29,4,4,0,0,0
TE,2020-05-29,1,1,0,0,0
TF,2020-05-29,6,6,0,0,0
TO,2020-05-29,7,7,0,0,0
V,2020-05-29,4,4,0,0,0
VA,2020-05-29,13,13,0,0,0
VI,2020-05-29,2,2,0,0,0
Z,2020-05-29,9,8,0,0,1
ZA,2020-05-29,2,2,0,0,0
A,2020-05-30,0,0,0,0,0
AB,2020-05-30,4,4,0,0,0
AL,2020-05-30,2,2,0,0,0
AV,2020-05-30,12,12,0,0,0
B,2020-05-30,68,65,0,3,0
BA,2020-05-30,1,1,0,0,0
BI,2020-05-30,2,2,0,0,0
BU,2020-05-30,6,6,0,0,0
C,2020-05-30,0,0,0,0,0
CA,2020-05-30,0,0,0,0,0
CC,2020-05-30,1,1,0,0,0
CE,2020-05-30,3,3,0,0,0
CO,2020-05-30,2,2,0,0,0
CR,2020-05-30,9,7,0,2,0
CS,2020-05-30,0,0,0,0,0
CU,2020-05-30,2,2,0,0,0
GC,2020-05-30,1,1,0,0,0
GI,2020-05-30,12,12,0,0,0
GR,2020-05-30,2,2,0,0,0
GU,2020-05-30,4,4,0,0,0
H,2020-05-30,0,0,0,0,0
HU,2020-05-30,1,1,0,0,0
J,2020-05-30,2,2,0,0,0
L,2020-05-30,12,12,0,0,0
LE,2020-05-30,4,4,0,0,0
LO,2020-05-30,1,1,0,0,0
LU,2020-05-30,0,0,0,0,0
M,2020-05-30,55,55,0,0,0
MA,2020-05-30,5,5,0,0,0
ME,2020-05-30,0,0,0,0,0
MU,2020-05-30,1,1,0,0,0
NA,2020-05-30,7,7,0,0,0
O,2020-05-30,4,4,0,0,0
OR,2020-05-30,0,0,0,0,0
P,2020-05-30,5,5,0,0,0
PM,2020-05-30,1,1,0,0,0
PO,2020-05-30,0,0,0,0,0
S,2020-05-30,2,2,0,0,0
SA,2020-05-30,2,2,0,0,0
SE,2020-05-30,0,0,0,0,0
SG,2020-05-30,1,1,0,0,0
SO,2020-05-30,0,0,0,0,0
SS,2020-05-30,0,0,0,0,0
T,2020-05-30,1,1,0,0,0
TE,2020-05-30,1,1,0,0,0
TF,2020-05-30,1,1,0,0,0
TO,2020-05-30,6,6,0,0,0
V,2020-05-30,5,5,0,0,0
VA,2020-05-30,5,5,0,0,0
VI,2020-05-30,1,1,0,0,0
Z,2020-05-30,3,3,0,0,0
ZA,2020-05-30,1,1,0,0,0
A,2020-05-31,0,0,0,0,0
AB,2020-05-31,1,1,0,0,0
AL,2020-05-31,0,0,0,0,0
AV,2020-05-31,3,3,0,0,0
B,2020-05-31,23,23,0,0,0
BA,2020-05-31,0,0,0,0,0
BI,2020-05-31,0,0,0,0,0
BU,2020-05-31,1,1,0,0,0
C,2020-05-31,1,1,0,0,0
CA,2020-05-31,3,3,0,0,0
CC,2020-05-31,1,1,0,0,0
CE,2020-05-31,1,1,0,0,0
CO,2020-05-31,0,0,0,0,0
CR,2020-05-31,5,3,0,2,0
CS,2020-05-31,3,3,0,0,0
CU,2020-05-31,3,3,0,0,0
GC,2020-05-31,0,0,0,0,0
GI,2020-05-31,9,9,0,0,0
GR,2020-05-31,1,1,0,0,0
GU,2020-05-31,2,2,0,0,0
H,2020-05-31,1,1,0,0,0
HU,2020-05-31,3,3,0,0,0
J,2020-05-31,1,1,0,0,0
L,2020-05-31,12,12,0,0,0
LE,2020-05-31,1,1,0,0,0
LO,2020-05-31,0,0,0,0,0
LU,2020-05-31,0,0,0,0,0
M,2020-05-31,67,67,0,0,0
MA,2020-05-31,3,3,0,0,0
ME,2020-05-31,0,0,0,0,0
MU,2020-05-31,0,0,0,0,0
NA,2020-05-31,3,3,0,0,0
O,2020-05-31,3,3,0,0,0
OR,2020-05-31,0,0,0,0,0
P,2020-05-31,1,1,0,0,0
PM,2020-05-31,2,2,0,0,0
PO,2020-05-31,0,0,0,0,0
S,2020-05-31,1,1,0,0,0
SA,2020-05-31,2,2,0,0,0
SE,2020-05-31,0,0,0,0,0
SG,2020-05-31,0,0,0,0,0
SO,2020-05-31,10,10,0,0,0
SS,2020-05-31,0,0,0,0,0
T,2020-05-31,3,3,0,0,0
TE,2020-05-31,2,2,0,0,0
TF,2020-05-31,1,1,0,0,0
TO,2020-05-31,1,1,0,0,0
V,2020-05-31,4,4,0,0,0
VA,2020-05-31,1,1,0,0,0
VI,2020-05-31,0,0,0,0,0
Z,2020-05-31,3,3,0,0,0
ZA,2020-05-31,0,0,0,0,0
A,2020-06-01,4,4,0,0,0
AB,2020-06-01,3,3,0,0,0
AL,2020-06-01,3,3,0,0,0
AV,2020-06-01,4,4,0,0,0
B,2020-06-01,41,38,0,3,0
BA,2020-06-01,0,0,0,0,0
BI,2020-06-01,4,4,0,0,0
BU,2020-06-01,6,6,0,0,0
C,2020-06-01,1,1,0,0,0
CA,2020-06-01,2,2,0,0,0
CC,2020-06-01,3,3,0,0,0
CE,2020-06-01,4,4,0,0,0
CO,2020-06-01,2,2,0,0,0
CR,2020-06-01,10,9,0,1,0
CS,2020-06-01,0,0,0,0,0
CU,2020-06-01,2,2,0,0,0
GC,2020-06-01,1,1,0,0,0
GI,2020-06-01,15,15,0,0,0
GR,2020-06-01,2,2,0,0,0
GU,2020-06-01,4,4,0,0,0
H,2020-06-01,3,3,0,0,0
HU,2020-06-01,2,2,0,0,0
J,2020-06-01,2,2,0,0,0
L,2020-06-01,26,26,0,0,0
LE,2020-06-01,2,2,0,0,0
LO,2020-06-01,3,3,0,0,0
LU,2020-06-01,0,0,0,0,0
M,2020-06-01,145,145,0,0,0
MA,2020-06-01,4,4,0,0,0
ME,2020-06-01,1,1,0,0,0
MU,2020-06-01,4,4,0,0,0
NA,2020-06-01,1,1,0,0,0
O,2020-06-01,0,0,0,0,0
OR,2020-06-01,0,0,0,0,0
P,2020-06-01,2,2,0,0,0
PM,2020-06-01,4,3,1,0,0
PO,2020-06-01,0,0,0,0,0
S,2020-06-01,4,4,0,0,0
SA,2020-06-01,2,2,0,0,0
SE,2020-06-01,1,1,0,0,0
SG,2020-06-01,0,0,0,0,0
SO,2020-06-01,4,4,0,0,0
SS,2020-06-01,0,0,0,0,0
T,2020-06-01,4,2,0,2,0
TE,2020-06-01,1,1,0,0,0
TF,2020-06-01,2,2,0,0,0
TO,2020-06-01,4,4,0,0,0
V,2020-06-01,10,10,0,0,0
VA,2020-06-01,8,8,0,0,0
VI,2020-06-01,3,3,0,0,0
Z,2020-06-01,6,5,0,0,1
ZA,2020-06-01,0,0,0,0,0
A,2020-06-02,1,1,0,0,0
AB,2020-06-02,5,5,0,0,0
AL,2020-06-02,0,0,0,0,0
AV,2020-06-02,2,2,0,0,0
B,2020-06-02,61,47,0,14,0
BA,2020-06-02,0,0,0,0,0
BI,2020-06-02,6,6,0,0,0
BU,2020-06-02,4,4,0,0,0
C,2020-06-02,0,0,0,0,0
CA,2020-06-02,1,1,0,0,0
CC,2020-06-02,5,4,0,1,0
CE,2020-06-02,2,2,0,0,0
CO,2020-06-02,0,0,0,0,0
CR,2020-06-02,13,8,0,5,0
CS,2020-06-02,0,0,0,0,0
CU,2020-06-02,2,2,0,0,0
GC,2020-06-02,1,1,0,0,0
GI,2020-06-02,19,19,0,0,0
GR,2020-06-02,0,0,0,0,0
GU,2020-06-02,6,0,0,6,0
H,2020-06-02,0,0,0,0,0
HU,2020-06-02,11,11,0,0,0
J,2020-06-02,0,0,0,0,0
L,2020-06-02,21,21,0,0,0
LE,2020-06-02,2,2,0,0,0
LO,2020-06-02,1,1,0,0,0
LU,2020-06-02,1,1,0,0,0
M,2020-06-02,110,110,0,0,0
MA,2020-06-02,3,3,0,0,0
ME,2020-06-02,0,0,0,0,0
MU,2020-06-02,2,2,0,0,0
NA,2020-06-02,3,3,0,0,0
O,2020-06-02,0,0,0,0,0
OR,2020-06-02,0,0,0,0,0
P,2020-06-02,0,0,0,0,0
PM,2020-06-02,7,7,0,0,0
PO,2020-06-02,0,0,0,0,0
S,2020-06-02,2,2,0,0,0
SA,2020-06-02,7,7,0,0,0
SE,2020-06-02,2,2,0,0,0
SG,2020-06-02,0,0,0,0,0
SO,2020-06-02,0,0,0,0,0
SS,2020-06-02,0,0,0,0,0
T,2020-06-02,4,3,0,1,0
TE,2020-06-02,0,0,0,0,0
TF,2020-06-02,3,3,0,0,0
TO,2020-06-02,3,3,0,0,0
V,2020-06-02,18,18,0,0,0
VA,2020-06-02,3,3,0,0,0
VI,2020-06-02,5,5,0,0,0
Z,2020-06-02,6,6,0,0,0
ZA,2020-06-02,1,1,0,0,0
A,2020-06-03,1,1,0,0,0
AB,2020-06-03,5,5,0,0,0
AL,2020-06-03,3,3,0,0,0
AV,2020-06-03,2,2,0,0,0
B,2020-06-03,76,51,0,25,0
BA,2020-06-03,0,0,0,0,0
BI,2020-06-03,4,4,0,0,0
BU,2020-06-03,3,3,0,0,0
C,2020-06-03,0,0,0,0,0
CA,2020-06-03,3,3,0,0,0
CC,2020-06-03,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0
CO,2020-06-03,1,1,0,0,0
CR,2020-06-03,15,15,0,0,0
CS,2020-06-03,2,2,0,0,0
CU,2020-06-03,6,6,0,0,0
GC,2020-06-03,3,3,0,0,0
GI,2020-06-03,23,23,0,0,0
GR,2020-06-03,3,3,0,0,0
GU,2020-06-03,7,6,0,1,0
H,2020-06-03,0,0,0,0,0
HU,2020-06-03,1,1,0,0,0
J,2020-06-03,0,0,0,0,0
L,2020-06-03,20,20,0,0,0
LE,2020-06-03,2,2,0,0,0
LO,2020-06-03,2,2,0,0,0
LU,2020-06-03,0,0,0,0,0
M,2020-06-03,141,141,0,0,0
MA,2020-06-03,2,2,0,0,0
ME,2020-06-03,0,0,0,0,0
MU,2020-06-03,2,2,0,0,0
NA,2020-06-03,6,6,0,0,0
O,2020-06-03,1,1,0,0,0
OR,2020-06-03,0,0,0,0,0
P,2020-06-03,1,1,0,0,0
PM,2020-06-03,3,3,0,0,0
PO,2020-06-03,1,1,0,0,0
S,2020-06-03,0,0,0,0,0
SA,2020-06-03,9,9,0,0,0
SE,2020-06-03,3,3,0,0,0
SG,2020-06-03,0,0,0,0,0
SO,2020-06-03,7,7,0,0,0
SS,2020-06-03,0,0,0,0,0
T,2020-06-03,4,4,0,0,0
TE,2020-06-03,0,0,0,0,0
TF,2020-06-03,1,1,0,0,0
TO,2020-06-03,7,7,0,0,0
V,2020-06-03,8,8,0,0,0
VA,2020-06-03,2,2,0,0,0
VI,2020-06-03,3,3,0,0,0
Z,2020-06-03,6,6,0,0,0
